Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#macchiato-to-go-large,YJ3OYOLL53TGVZTD7KGQ3PVF,Macchiato to Go,Large,,920652W,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.22,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#marble-pound-cake-ts--,BM24ESTAC2NUGLKTEELIMCZI,Marble Pound Cake (TS),,,4117606,,Pound Cake to Stay,Pound Cake to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#marble-pound-cake-to-go-slice,6E7QDRRPRU23IPVPGSBRJFR4,Marble Pound Cake to Go,Slice,,3648593,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#marble-pound-cake-to-go-loaf,OJGW4KM6IG56LSFRN3S5R36F,Marble Pound Cake to Go,Loaf,,251136Y,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.50,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#matcha-ts--,LWMJBUXDPXQG2JCXP5ZAI4IN,Matcha (TS),,,4465774,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#matcha-latte-ts--,RNO2ZMA7TTTPZBCXVT4CWP3N,Matcha Latte (TS),,,W520322,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#matcha-latte-to-go-small,H6M5ZHWGK4MVT4OSDEUWPYOA,Matcha Latte to Go,Small,,7581253,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.05,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#matcha-latte-to-go-large,BJAZPLKWXX4LBWMHOIJPOSM3,Matcha Latte to Go,Large,,261966Q,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.05,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#matcha-to-go-small,DW6SSRFLVZ2I6ZPB2SIAGI2T,Matcha to Go,Small,,580108M,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.36,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#matcha-to-go-large,L34FAGAHWFNMUE7RL5NAGGK2,Matcha to Go,Large,,469861D,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.86,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#milk-,CEPZHK4FL6LY6AYDRWDIM2XA,Milk,,,D322107,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.53,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#milkshake-,4VDH6AJIZN2BYOPKY7CPJC5Q,Milkshake,,,J764613,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.38,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mini-cannoli-ts--,XU4ZE4A5O4HJJPQ72JGLQJ4W,Mini Cannoli (TS),,,792554F,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#mini-cannoli-to-go-,FEBGZMD5CDNIDOPEKCEGVWZX,Mini Cannoli to Go,,,224982S,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mini-linzer-to-go-,EGQIN56XSNXOLFU7N36RZZ7A,Mini Linzer to Go,,Pound 1.000,157351E,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-slice,KGXMTY3WOR2G7YINZUQXJ6EQ,Mocha Tres Leches Cake,Slice,,509186T,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-7inch,IKMDV4T4EGIV3HFPPVRUCG6W,Mocha Tres Leches Cake,7inch,,461459J,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-8inch,LU36QDAMKMPB6M45CCO65DNH,Mocha Tres Leches Cake,8inch,,4816382,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-10inch,2YDXXD3BVUPXJQHWKHHV4BEF,Mocha Tres Leches Cake,10inch,,2072384,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-qs,RW7XG5QXJH2CN72R3LGPCPDY,Mocha Tres Leches Cake,QS,,985547Z,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-hs,CW2FDU3KFE3MHGPY7RFMOG27,Mocha Tres Leches Cake,HS,,172487K,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,190.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mocha-tres-leches-cake-fs,4MZTCF3RKFJZ62XLJ5Q7OYVP,Mocha Tres Leches Cake,FS,,906624S,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,270.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-7inch,OU7IF4NRW4EEJ26V26WEZJOK,Mystery Platter Cake Slice,7inch,,3526352,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,50.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-slice,2CMAP4RPJA2WZCT2KOL7NPFG,Mystery Platter Cake Slice,Slice,,T262902,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-8inch,MWK7P55JHSGV4YAIEXGA3J67,Mystery Platter Cake Slice,8inch,,575091K,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-10inch,LWZKXQ2F67ZB75467SMCSNX3,Mystery Platter Cake Slice,10inch,,9069620,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-qs,CZFP2LNAU3EJ4STGOSRBNPAL,Mystery Platter Cake Slice,QS,,J446079,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-hs,R5UNU7PSF6FZVXX6Y267KTMY,Mystery Platter Cake Slice,HS,,G572390,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#mystery-platter-cake-slice-fs,34L7OD3LFOXM322QWGPFDNR6,Mystery Platter Cake Slice,FS,,771947N,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nescafe-ts--,M5P3NIWHMIQIDEJB2IWCWWXB,Nescafe (TS),,,8161080,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,Y
#nescafe-to-go-small,CPVUVURSCBS6E5ORSDLSIWEM,Nescafe to Go,Small,,M371224,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.13,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#nescafe-to-go-large,YLY5W53CVTZICKAGGIZQ3S7X,Nescafe to Go,Large,,2226927,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.88,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#number-candles-,BOAON5IE5QU7PXLLJHQWPWBL,Number Candles,,,964235R,,Add-ons to Go,Add-ons to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-slice,TFUN6OPDSSE3RP5DGDVG26JJ,Nutella Cake,Slice,,521391H,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-7inch,CFCASVAJP2OM2RJYXBSGHC3E,Nutella Cake,7inch,,937343E,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-8inch,QO5ZFBZ3ETSCU4VGAVVRCFSO,Nutella Cake,8inch,,1713658,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-10inch,W44NBZ3V3RUOTK6IB26TATLQ,Nutella Cake,10inch,,1279976,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-qs,3C3DPPPLW6JID7Y2TQIG7LJG,Nutella Cake,QS,,H255211,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-hs,TCYAXG2BVRV4VWM6FGVN7BYK,Nutella Cake,HS,,N435334,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cake-fs,753QVZSUVCJCSCIVTOOHOILM,Nutella Cake,FS,,4510360,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cookie-to-go-,XLMZC2TGQO4QSXOB2YAM2KAK,Nutella Cookie to Go,,Pound 1.000,G717087,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#nutella-cupcake-ts--,PNKZZH6DU2E6RKQVPZGXPAIE,Nutella Cupcake (TS),,,C090632,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#nutella-cupcake-to-go-,GU7SIR6VRGLFZIXBOKM6PYPF,Nutella Cupcake to Go,,,882542D,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oatmeal-cookie-ts--,YEBTNS7MMYVBLZMYPRUVIQQ4,Oatmeal Cookie (TS),,,5618745,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#oatmeal-cookie-to-go-,NJ2T5ZJKL4F77JE6RYAESZFG,Oatmeal Cookie to Go,,,654346K,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#orange-cake-ts--,RRLGEHSCQZF2WLN54VGT5W32,Orange Cake (TS),,,908321H,,Custard to Stay,Custard to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,7.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#orange-cake-to-go-,24OLTG2AHZVJDBA6SUOKXP54,Orange Cake to Go,,,940908Y,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#orange-juice-,WLN4ZTMS5FLEKZWE4YTX3IAU,Orange Juice,,,Z786765,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.22,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-slice,KTZABHIADZ2E6ITAECBKMCAH,Oreo Cake,Slice,,183108Q,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-7inch,ESRYZXY6AX5MNP6WJRK25ZPW,Oreo Cake,7inch,,9270888,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-8inch,2CQEMQJEATIJVZZOT7UDGHL7,Oreo Cake,8inch,,L929834,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-10inch,NIFZSC3PBYZGNBWZ2NTZ67A2,Oreo Cake,10inch,,B726468,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-qs,DHVQ32GNMA4AHHFW4JUYIC4P,Oreo Cake,QS,,X592534,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-hs,24VMGOCTNWZCBIRUZ26ZJZ4Z,Oreo Cake,HS,,799828C,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-fs,UVT6ZG3O3QPTYR272FAOCZOW,Oreo Cake,FS,,281444E,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cake-pop-ts--,CLWTSF7F3ROI4BGU6ACC6UGJ,Oreo Cake Pop (TS),,,437796V,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#oreo-cake-pop-to-go-,3RNW6DVDVGTWUP2YREQZWRRL,Oreo Cake Pop to Go,,,J769275,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cheesecake-slice,KULOJTMGH73ZRXKHYYTHFDZ4,Oreo Cheesecake,Slice,,943693K,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cheesecake-8inch,FR5UB6Z2YW7LHQ6L5ODIIKSC,Oreo Cheesecake,8inch,,Z757872,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cheesecake-10inch,76LDMVEK62AGFQXCX2CITO3A,Oreo Cheesecake,10inch,,J118376,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#oreo-cupcake-ts--,HKC44K2KLNDFCWT7CEF3SP37,Oreo Cupcake (TS),,,B374178,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#oreo-cupcake-to-go-,QPXR5A65JHIJHTI4PLPABSFK,Oreo Cupcake to Go,,,5435374,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#panna-cotta-ts--,RXLUTNP247W3HDMDY6CH4Z4E,Panna Cotta (TS),,,2625888,,Custard to Stay,Custard to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#panna-cotta-to-go-,KUEHMAOPXP4UGGTMYDDHYXAO,Panna Cotta to Go,,,P387688,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-frangipane-ts--,2ZP7FLQJNCS2W4R3JLBIRSW3,Peach Frangipane (TS),,,Z535547,,Tarts to Stay,Tarts to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#peach-frangipane-tart-to-go-4inch,MFL6X25US6TVY7EVKVBXC435,Peach Frangipane Tart to Go,4inch,,415019J,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-frangipane-tart-to-go-10inch,465DAVEOMF6KOOT4VFGDRAJ3,Peach Frangipane Tart to Go,10inch,,A842782,,Tarts to Go,Tarts to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-slice,56EJKQGXDPY4AWNNHCQIBHYF,Peach Raspberry Cake,Slice,,445614F,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-7inch,X3ECBGJ4HOGJG5QRANUPQB5L,Peach Raspberry Cake,7inch,,N403367,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-8inch,DVEENFZWI6ALDYXCYVONU2NE,Peach Raspberry Cake,8inch,,T004640,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-10inch,IZPKI2PNMI53CKYAVEKXHFZW,Peach Raspberry Cake,10inch,,9785318,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-qs,JLQICPVLPD5NYQXPIMJGKC6E,Peach Raspberry Cake,QS,,5582698,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-hs,DSYD5WCLWU4UOJCLED3I65UP,Peach Raspberry Cake,HS,,R338182,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-raspberry-cake-fs,R5OJUFCTVEZMKO53EUJBNETQ,Peach Raspberry Cake,FS,,1666769,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-slice,CI4IMNRGCRSUTJ3DQ5TQQZ4P,Peach Tres Leches Cake,Slice,,3782422,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-7inch,DVIO4ZZTOJC6EH6PNHF3PTTD,Peach Tres Leches Cake,7inch,,Y874991,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-8inch,2MB5FVG7X3K7E4U7GRZKI3ZY,Peach Tres Leches Cake,8inch,,G325464,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-10inch,35PHGZBQITJRENQ32OOTQ7SA,Peach Tres Leches Cake,10inch,,F078349,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-qs,SHU3W64BOQC7D43IC2OX2IF2,Peach Tres Leches Cake,QS,,861519K,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
